Code,nama,nama.1,energi_kkal,protein_g,lemak_g,karbohidrat_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,isValidated,validatedBy
ZIN0708,limun,limun,42.065009536,0.1,0.0,0.0,0.0,10.9,0.0,5.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0709,minuman anggur,minuman anggur,70.028680648,0.2,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0710,minuman buah vita,minuman buah vita,58.078393848,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0711,minuman go go strawberry,minuman go go strawberry,58.078393848,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0712,sprite fanta coca cola dll,sprite fanta coca cola dll,41.108986592,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0713,susu milo milo coklat,susu milo milo coklat,386.950286584,10.8,0.0,9.5,0.0,65.8,0.5,99.0,0.0,21.0,0.0,0.0,486.0,610.0,0.0,2.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0714,susu sgm belu,susu sgm belu,18.881453144,0.9,0.0,0.8,0.0,2.1,0.0,1.0,0.0,2.0,0.0,0.0,39.0,17.0,0.0,0.0,0.0,0.01,0.0,True,www.nutrisurvey.de
ZIN0715,teh,teh,49.952198824,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0716,teh topi bunga mawar,teh topi bunga mawar,49.952198824,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0717,teh kotak,teh kotak,49.952198824,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0718,teh kotak,teh kotak,49.952198824,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0719,teh manis,teh manis,12.906309744,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0720,tusuk aci,tusuk aci,363.049712984,5.3,0.0,20.5,0.0,39.2,0.0,1.0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0721,agar-agar,agar-agar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0722,arafik,arafik,527.00764788,3.0,0.0,30.3,0.0,59.7,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0723,bakpau daging,bakpau daging,249.043976912,9.8,0.0,6.7,0.0,36.3,0.3,0.0,0.0,23.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.09,0.0,True,www.nutrisurvey.de
ZIN0724,bakso daging sapi,bakso daging sapi,369.980879328,23.5,0.0,29.9,0.0,0.1,1.8,0.0,0.0,8.0,0.0,0.0,318.0,10.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0725,dasar,dasar,369.980879328,23.5,0.0,29.9,0.0,0.1,1.8,0.0,0.0,8.0,0.0,0.0,318.0,10.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0726,baso goreng,baso goreng,411.08986592,22.2,0.0,35.2,0.0,0.0,1.7,0.0,0.0,7.0,0.0,0.0,300.0,8.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0727,baso kojak,baso kojak,194.072657632,5.9,0.0,1.4,0.0,38.4,0.1,1.0,0.0,10.0,0.0,0.0,74.0,4.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0728,batagor,batagor,152.007648096,12.1,0.0,11.3,0.0,1.4,0.4,0.0,0.0,13.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0729,bawang goreng,bawang goreng,363.049712984,5.3,0.0,20.5,0.0,39.2,0.0,1.0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0730,bika ambon,bika ambon,255.975143256,7.8,0.0,8.0,0.0,38.9,2.4,28.0,0.0,63.0,0.0,0.0,511.0,1901.0,0.0,6.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0731,biskuit,biskuit,506.931166056,10.4,0.0,17.5,0.0,78.0,0.7,2.0,0.0,19.0,0.0,0.0,302.0,99.0,0.0,1.0,0.0,0.12,0.0,True,www.nutrisurvey.de
ZIN0732,biskuit astor,biskuit astor,446.94072632,7.5,0.0,14.0,0.0,73.7,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0733,sandwich biskuit barry,sandwich biskuit barry,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0734,biskuit kerajaan besar,biskuit kerajaan besar,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0735,biskuit kerajaan besar,biskuit kerajaan besar,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0736,biskuit bola bola,biskuit bola bola,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0737,biskuit coklat burbon,biskuit coklat burbon,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0738,biskuit coklat togo,biskuit coklat togo,305.92734208,6.2,0.0,2.6,0.0,63.8,0.0,0.0,0.0,11.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0739,kerupuk biskuit konghuan,kerupuk biskuit konghuan,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0740,kerupuk biskuit renyah,kerupuk biskuit renyah,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0741,biskuit famela,biskuit famela,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0742,biskuit farley,biskuit farley,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0743,biskuit gabin spesial selecta mentega,biskuit gabin spesial selecta mentega,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0744,biskuit permata bunga terigu gula tapiok,biskuit permata bunga terigu gula tapiok,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0745,biskuit Gloria,biskuit Gloria,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0746,biskuit helti,biskuit helti,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0747,biskuit interbis,biskuit interbis,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0748,biskuit isi kagang,biskuit isi kagang,494.024856312,14.0,0.0,24.3,0.0,57.7,0.4,1.0,0.0,45.0,0.0,0.0,351.0,50.0,0.0,3.0,0.0,0.14,0.0,True,www.nutrisurvey.de
ZIN0749,biskuit kacang,biskuit kacang,494.024856312,14.0,0.0,24.3,0.0,57.7,0.4,1.0,0.0,45.0,0.0,0.0,351.0,50.0,0.0,3.0,0.0,0.14,0.0,True,www.nutrisurvey.de
ZIN0750,biskuit kering bolu kering,biskuit kering bolu kering,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0751,biskuit london,biskuit london,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0752,biskuit malkist kerupuk tepung terigu,biskuit malkist kerupuk tepung terigu,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0753,biskuit marie cba tepung terigu gula,biskuit marie cba tepung terigu gula,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0754,biskuit marie susu,biskuit marie susu,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0755,biskuit mari-mari tepung jagung tepun,biskuit mari-mari tepung jagung tepun,356.11854664,3.2,0.0,3.4,0.0,80.7,0.0,0.0,0.0,10.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,0.16,0.0,True,www.nutrisurvey.de
ZIN0756,biskuit mentega rp 100,biskuit mentega rp 100,499.999999712,7.5,0.0,23.0,0.0,66.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0757,biskuit milna,biskuit milna,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0758,biskuit monde,biskuit monde,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0759,biskuit panda-pandaan bolu pangang,biskuit panda-pandaan bolu pangang,256.9311662,9.6,0.0,10.5,0.0,30.1,0.5,2.0,0.0,12.0,0.0,0.0,179.0,200.0,0.0,0.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0760,biskuit permen,biskuit permen,907.982791064,7.5,0.0,64.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,4.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0761,piramid biskuit,piramid biskuit,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0762,biskuit ratu sandwich gandum gula m,biskuit ratu sandwich gandum gula m,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0763,biskuit agung,biskuit agung,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0764,biskuit agung marie,biskuit agung marie,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0765,biskuit roma,biskuit roma,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0766,biskuit sitaba,biskuit sitaba,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0767,tongkat biskuit,tongkat biskuit,430.927342008,7.5,0.0,10.0,0.0,78.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,0.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0768,tempe goreng,tempe goreng,353.967495016,17.1,0.0,26.9,0.0,15.3,0.4,0.0,0.0,47.0,0.0,0.0,330.0,1.0,0.0,2.0,0.0,0.12,0.0,True,www.nutrisurvey.de
ZIN0769,tempe bacem,tempe bacem,237.093690112,10.8,0.0,15.0,0.0,17.6,0.2,0.0,0.0,27.0,0.0,0.0,195.0,0.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0770,tempe oreg sayur tempe sambal tempe,tempe oreg sayur tempe sambal tempe,99.904397648,9.6,0.0,3.9,0.0,8.6,0.2,1.0,0.0,30.0,0.0,0.0,194.0,16.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0771,biskuit matahari,biskuit matahari,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0772,biskuit susana,biskuit susana,446.94072632,7.5,0.0,14.0,0.0,73.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0773,biskuit tini wini biti,biskuit tini wini biti,558.07839356,5.9,0.0,38.4,0.0,51.0,0.0,8.0,0.0,45.0,0.0,0.0,1008.0,0.0,0.0,5.0,0.0,0.21,0.0,True,www.nutrisurvey.de
ZIN0774,ubi goreng,ubi goreng,184.990439664,1.2,0.0,2.6,0.0,40.8,0.0,25.0,0.0,14.0,0.0,0.0,229.0,5.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0775,brondong,brondong,537.045888792,6.5,0.0,30.9,0.0,61.5,0.0,0.0,0.0,20.0,0.0,0.0,230.0,0.0,0.0,2.0,0.0,0.31,0.0,True,www.nutrisurvey.de
ZIN0776,uli goreng,uli goreng,401.051625008,1.8,0.0,26.1,0.0,40.9,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0777,uli kukus,uli kukus,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0778,wafer coklat kero-kero rp 50 gr,wafer coklat kero-kero rp 50 gr,305.92734208,6.2,0.0,2.6,0.0,63.8,0.0,0.0,0.0,11.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0779,kue wafer,kue wafer,305.92734208,6.2,0.0,2.6,0.0,63.8,0.0,0.0,0.0,11.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0780,dokter hewan,dokter hewan,343.929254104,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0781,wafer coklat piramida,wafer coklat piramida,305.92734208,6.2,0.0,2.6,0.0,63.8,0.0,0.0,0.0,11.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0782,buah pala,buah pala,260.994263712,3.9,0.0,3.2,0.0,79.8,0.0,28.0,0.0,223.0,0.0,0.0,500.0,26.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0783,vanilli,vanila,70.028680648,0.2,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0784,wafer interbis,wafer interbis,305.92734208,6.2,0.0,2.6,0.0,63.8,0.0,0.0,0.0,11.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0785,wajik,wajik,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0786,sayapka sayapko,sayapka sayapko,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0787,bumbu sari mie indomie dll,bumbu sari mie indomie dll,325.04780096,12.7,0.0,13.8,0.0,58.2,0.0,11.0,0.0,281.0,0.0,0.0,1543.0,99.0,0.0,1.0,0.0,0.25,0.0,True,www.nutrisurvey.de
ZIN0788,kue,kue,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0789,kue pengembara,kue pengembara,206.978967376,4.4,0.0,2.0,0.0,42.9,0.2,0.0,0.0,11.0,0.0,0.0,45.0,32.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0790,tongkat gulungan unta,tongkat gulungan unta,21.988527712,0.3,0.0,0.9,0.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0791,permen mentos mint,permen mentos mint,386.950286584,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0792,mercu kepala,mercu kepala,401.051625008,1.8,0.0,26.1,0.0,40.9,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0793,cendil ondal-andil cendol,cendil ondal-andil cendol,76.003824048,0.1,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0794,cheetos,cheetos,500.956022656,6.0,0.0,25.7,0.0,62.1,0.0,23.0,0.0,20.0,0.0,0.0,236.0,5.0,0.0,2.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0795,chiki,chiki,510.038240624,5.9,0.0,25.5,0.0,62.9,0.0,0.0,0.0,6.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0796,chiki ball boom snack guntar snack,chiki ball boom snack guntar snack,510.038240624,5.9,0.0,25.5,0.0,62.9,0.0,0.0,0.0,6.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0797,choki choki,choki choki,21.988527712,0.3,0.0,0.9,0.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0798,coklat,coklat,477.055449056,4.2,0.0,29.7,0.0,63.4,0.0,0.0,0.0,10.0,0.0,0.0,365.0,2.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0799,kue sus coklat,kue sus coklat,293.97705528,8.3,0.0,5.7,0.0,53.1,0.0,0.0,0.0,29.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0800,jeli coklat,jeli coklat,21.988527712,0.3,0.0,0.9,0.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0801,cilok,cilok,255.975143256,7.8,0.0,8.0,0.0,38.9,2.4,28.0,0.0,63.0,0.0,0.0,511.0,1901.0,0.0,6.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0802,cincau,cincau,0.956022944,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0803,cingloy,cingloy,217.017208288,7.8,0.0,8.0,0.0,28.9,2.4,28.0,0.0,63.0,0.0,0.0,511.0,1901.0,0.0,6.0,0.0,0.15,0.0,True,www.nutrisurvey.de
ZIN0804,cireng,cireng,363.049712984,5.3,0.0,20.5,0.0,39.2,0.0,1.0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0805,cireng bakwan,cireng bakwan,539.913957624,5.3,0.0,40.5,0.0,39.2,0.0,1.0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0806,santan dengan kluwih muda belu,santan dengan kluwih muda belu,86.998087904,0.9,0.0,3.5,0.0,15.1,0.0,15.0,0.0,8.0,0.0,0.0,281.0,2.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0807,coklat,coklat,477.055449056,4.2,0.0,29.7,0.0,63.4,0.0,0.0,0.0,10.0,0.0,0.0,365.0,2.0,0.0,1.0,0.0,0.06,0.0,True,www.nutrisurvey.de
ZIN0808,coklat beng beng,coklat beng beng,499.999999712,7.5,0.0,23.0,0.0,66.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0809,coklat cha-cha,coklat cha-cha,499.999999712,7.5,0.0,23.0,0.0,66.6,0.4,1.0,0.0,14.0,0.0,0.0,175.0,50.0,0.0,1.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0810,jagung bose dan kacang tanah,jagung bose dan kacang tanah,157.982791496,6.7,0.0,12.0,0.0,8.5,0.0,0.0,0.0,32.0,0.0,0.0,186.0,0.0,0.0,2.0,0.0,0.08,0.0,True,www.nutrisurvey.de
ZIN0811,cucur,cucur,401.051625008,1.8,0.0,26.1,0.0,40.9,0.0,0.0,0.0,3.0,0.0,0.0,103.0,0.0,0.0,2.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0812,daging ayam goreng,daging ayam goreng,331.978967304,26.2,0.0,23.1,0.0,3.7,0.2,0.0,0.0,5.0,0.0,0.0,196.0,37.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0813,daging babi goreng,daging babi goreng,302.103250304,26.2,0.0,21.3,0.0,0.0,0.7,0.0,0.0,6.0,0.0,0.0,336.0,2.0,0.0,0.0,0.0,0.73,0.0,True,www.nutrisurvey.de
ZIN0814,daging sapi rebus,daging sapi rebus,449.091777944,23.8,0.0,29.8,0.0,22.2,1.7,9.0,0.0,24.0,0.0,0.0,688.0,8.0,0.0,0.0,0.0,0.11,0.0,True,www.nutrisurvey.de
ZIN0815,daging telur,daging telur,267.925430056,18.4,0.0,20.8,0.0,0.6,1.5,0.0,0.0,25.0,0.0,0.0,227.0,95.0,0.0,1.0,0.0,0.07,0.0,True,www.nutrisurvey.de
ZIN0816,dodol garut,dodol garut,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0817,dodol mannga,dodol mannga,180.927342152,2.1,0.0,4.2,0.0,34.1,0.0,4.0,0.0,6.0,0.0,0.0,80.0,44.0,0.0,0.0,0.0,0.03,0.0,True,www.nutrisurvey.de
ZIN0818,dodongkal,dodongkal,188.097514232,2.2,0.0,4.2,0.0,35.5,0.0,0.0,0.0,5.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,True,www.nutrisurvey.de
ZIN0819,menyumbang,menyumbang,400.095602064,5.2,0.0,21.8,0.0,46.3,0.2,0.0,0.0,11.0,0.0,0.0,71.0,24.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0820,menyumbang,menyumbang,400.095602064,5.2,0.0,21.8,0.0,46.3,0.2,0.0,0.0,11.0,0.0,0.0,71.0,24.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0821,emping melinjo mentah,emping melinjo mentah,331.978967304,15.4,0.0,2.0,0.0,64.5,0.0,0.0,0.0,48.0,0.0,0.0,1368.0,5.0,0.0,4.0,0.0,0.64,0.0,True,www.nutrisurvey.de
ZIN0822,empon,empon,325.04780096,12.7,0.0,13.8,0.0,58.2,0.0,11.0,0.0,281.0,0.0,0.0,1543.0,99.0,0.0,1.0,0.0,0.25,0.0,True,www.nutrisurvey.de
ZIN0823,es cuwing,es cuwing,55.927342224,2.9,0.0,0.2,0.0,12.5,0.0,20.0,0.0,90.0,0.0,0.0,178.0,260.0,0.0,1.0,0.0,0.05,0.0,True,www.nutrisurvey.de
ZIN0824,es dawet cendol,es dawet cendol,30.114722736,0.1,0.0,0.7,0.0,6.1,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,True,www.nutrisurvey.de
ZIN0825,es krim sendirian,es krim sendirian,195.98470352,3.2,0.0,9.9,0.0,24.8,0.4,1.0,0.0,6.0,0.0,0.0,141.0,111.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
ZIN0826,dinding es krim,dinding es krim,195.98470352,3.2,0.0,9.9,0.0,24.8,0.4,1.0,0.0,6.0,0.0,0.0,141.0,111.0,0.0,0.0,0.0,0.04,0.0,True,www.nutrisurvey.de
